text,label
Zowie! Did Hillary Clinton really call Scott Walker THIS? (May be the worst timed tweet ever) #Walker16,0
Just got back from school :) aaaggghhh  he is 18. I\u2019ve been having a spazzing attack the whole day :O National Bieber Day<3 @user :),2
@user 1. When did you get into Kpop? Oct 8 '13,1
become a father. The 1D fandom is a majority of teenagers with hormones that may not be controlled and they say things they want. If Briana,1
"@user And another 1...they, the deplorables made it so easy 4 U! ""I love my uneducated"" B/C they R U!",1
"""Selena's greatest hits album is set to come out November 24th, &amp; it's called 'For You' it will include 2 new songs &amp; 4 old songs she's done.""",1
"""#DigitalNirvana is having a robot to complete all pending household work, so that I may tweet longer @user Digital Nirvana with Croma""",1
"""I may not speak too highly of Kanye West the person, but I am a fan of his music. It is possible to separate actions and work.""",1
@user may be able to find out same info with Google,1
"""Since Stan 1st grandslam, he's lost all 4 matches against Murray #USOpen Surely going to be a great match up for Stan !!""",1
"""Make contact with the ball. - Paul Dunne, when asked what his thoughts will be on the first tee tomorrow at #TheOpen""",1
RT @user I'm old enough to remember when we all pretty much agreed that Nazis were the bad guys.https://t.co/689ge5adxs,0
"""Talking books with my 5th grade niece at our family Christmas She's a dystopian fantasy, Twilight girl. Must have learned from @user",2
@user kenot. Same night. Am doing Java Jazz for sure. Can always catch the Foos some other time. The jazz greats? Not likely.,1
I'm in shock that Tegan is going training tomorrow,0
Got new Aesop Rock\u002c Master Ace & DOOM\u002c Nas\u002c Flatbush Zombies\u002c Jon Connor\u002c & Cyhi ready for the flight tomorrow\u002c been sleepin on lots of shit,1
google earth VR will fuck u up,0
"#ISIS affiliated media: ISIS launched 20 suicide attacks between Nov. 15-21 in #Mosul battles, allegedly killing 487. #MosulOffensive #Iraq",1
"""If I've done one more good deal, can I ask the Prince praise me? """"First of May""""- Bee Gees""",1
Been invited to Milan for a weekend at the end of Sept...Won't mind if I do.,2
"""Olive Garden\u2019s Dinner Today & Dinner Tomorrow special\u002c for the person who thinks \""""""""Hey\u002c that was terrible! Wonder what it\u2019s like microwaved?\""""""""""",0
Officially going to see Paul McCartney in October !!,2
@user do you know any good providers and Columbus Ga I'm on medicaid every since 04,1
"""#Happy birthday Yakub, may God make you human next time..""",2
@user @user what do these '1/2 naked pics' have to do with anything? They're not even like that.,1
But did you hear the Black Friday tracks from Kendrick and Cole.... Bless baby Jesus sandals..,1
#Libya Under Pressure to Devalue Its Currencyhttps://t.co/ub4BauHMWf,1
@user bro u gotta see my videos today I was jukin the shit out the raiders,1
"""Seeing Ant-man for the 2nd time (@ AMC North Point Mall 12 - @user for Ant-Man in Alpharetta, GA)",2
ZUMBA FITNESS CLASSES IN ERDINGTON - EVERY WEDNESDAY - ZUMBA IS FOR EVERYONE! Loaded with red-hot dance steps\u002c Lati..,2
14 years in the SEO Industry proving 1st page rankings on Google.  Free Quote. #SEO #Google #socialmedia,2
@user Got John Fogerty concert ticket for my birthday. Looking forward to the concert tomorrow night(July26) in Prince George BC,2
It was a nice experience sharing some insights on Peace n notably the Boko Haram story with young men and women last Wednesday in Cameroon.,2
"@user Just want 2 ask is JLin \""""""""handsome\"""""""" by Chinese standards? \u2019Cuz i know what may look good 2 us non-Chinese\u002c u myt not think so?""",1
shawn is coming tomorrow guess whos not going :(,1
well I am excited for tomorrow's HOT JAM with Suzanne show from 11-1 I have learned its a great thing to have...,2
David wright the 1 constant in the 3rd lit the fire of mets and 6 dingers later where up 11-7 Lets go Mets,1
Really want to go to digi tomorrow but really can't be arsed with how much of a physco i turn into after one vodka,1
Great round @user for Paul Dunne #doingirelandproud can't believe I'm going to miss the last day tomorrow,2
@user Brock Lesnar may be the Beast but @user @user &amp; @user are pretty sexy beasts too,2
More players have joined Ghana's camp ahead of the friendly game against Nigeria on Tuesday.,1
Democrat Lawmakers Call For Investigation Of ‘Chaotic Trump Transition via @user & Cumming Interfering,1
@user listed as star attraction for Aust-China event today. Rudd\u2019s office say he never committed\u002c PR in charge says he cancelled Friday.,0
I frick frackin love shows with Madison so much tomorrow is going to be so fun wowowowowoowowowwowowowoow I'm not ready Michelle Obama,2
I'm trying to decide what I want my son to be 4 Halloween 1.Donald Trump  2.Barack Obama or 3rd Michael Jackson he could pull off all three,2
Ima just be in mr. Simmons class 3rd pd tomorrow,1
"""There you, go, Vermalen. You don't clear it, and disaster strikes, especially if Van Persie is in the area. ManU up, 1-0, in the 3rd minute.""",0
The gold standard. #BMW #M4 #GTS,1
Selling 2 upper box tickets for the Sam Smith show this November. Hit me up if anyone's interested.,2
"""RNDM: 8 November 2012 - Bowery Ballroom, New York (Notes from the Road)",1
We are playing a one off hip hop based set without Danny this Saturday at Plan B\u002c Brixton\u002c alongside the Dub Ratz...,1
Pineapples & mangos for pre-breakfast\u002c getting some work done\u002c then heading to the Ritz Carlton for Sunday brunch :).,2
Answer Quiz 151 (NTS)  Zakat is the (   ) pillar of Islam:  A. 2 B. 3 C. 4 D. 5  Bl@ck Berry  Answer (C = 4TH ),1
"The tour may be over, but the Grateful Dead live on. #gratefuldead #tiedye",2
Catelynn looked like a straight up street walker the 1st season of teen mom.,0
Like who the hell is more qualified than myself to get screamed at by pissed soccer moms for minimum wage! I've been a pee on my whole life!,0
"#uber in legal trouble, again :(",0
Star Wars Day is Tomorrow!The Doors open to the Quaker Theater at 10:30am! The movie starts at 11:00am- The cost is $10 for the whole day!,2
"@user We've gone for Hannibal over trash but still, lazy days! Am excited to see you and catch up tomorrow. Hello to R.",2
"""Happy 2nd Birthday, Prince George!! My family hoped that you will have a great day, and many dreams comes true. &lt;3",2
"""People may not like him, but you have to respect John Cena wrestling against Seth Rollins last night despite breaking his nose in the match.""",2
Social Media Week is right now! Can you tell I\u2019m excited? #SMWVAN I\u2019ll be at the @user event tomorrow\u002c see you there!,2
New poster for our @user gig at St David\u2019s Hall in April with Ruthie Henshall and @user,1
EXCLUSIVE: Cate Blanchett may be joining the #Marvel universe! | Don't tease me! #scifi #movies #MCU,1
I'm too young to be this stressed.,0
Sunday brunch with a Bloody Mary is the best! Michael Jackson is on the radio too! #drinklocal #dolocal #music,2
"""Just got the ICS update from Sony on my Sola (apparently it was released on the 17th, but update centre never told me, so I only knew...""",1
The excitement felt when the #hatchimals hatches. Rosie's face was #priceless .  #hatchybirthday…,2
"I wish I could spend my bday at Disneyland. But it's blocked, and it's a holiday, and it's December.",0
"@user @user 700 wells fracked in SA, no impacts but provides gas to power. Many inquiries already support fracking",1
"""She did makeup for Kim Kardashian, Kylie Jenner, Charlize Theron should we keep going on?  This February 19th &amp;...",2
"""...woah, Deezer. Babel only came out on Monday, can you leave it up for longer than a day to give slow people like me a chance?""",2
"""John Cena just beat up Jon Stewart on Monday night raw, too funny.""",1
I just used #Shazam to discover Tomorrow by The Winans.,1
Iron Maiden are the only known cure to Monday.,2
This shark on Friday's twilight charter just wanted to say hello! #sharkdiving #gopro,1
"""Just got my 1st @user EVER and it's fantastic! Thanks guys and gals, for finally shipping to Israel. #lootcrate""",2
Yes.  What was the deal going on inside?  How did Rudy know about the FBI leak/release?,1
"@user Yes, white supremacists are America's greatest problem ever.  OMG.  GET REAL.  #GOAWAY",0
Indians open with Red Sox &amp; don't get the extra few days in April so the weather can improve. That's bad news for the Tribe.,0
July 4 is the true National Hot Dog Day but that won't stop me from celebrating today.,2
Make sure you join our live #InterfaceSpeaks Google Hangout tomorrow &amp; talk all things #ecodesign at 1pm (GMT),2
"Understandably, no peace can sustained when people continue t... #MikheilSaakashvili #quotation",0
"""I first tweeted this in April or May, but John Kasich can win the GOP Primary.""",2
Must be a really big basket of deplorables,0
listening to muse like crazy till i see them\u002c then straight onto evanescence and the who for november 4th\u002c sounds good,2
"""Jessica is not going to come back to OT9 as sad as that may be, you have to understand that.""",0
Madonna wears the Director's Hat!! Grab the 1st look of the movie as she unveils it at the Venice flim festival....,2
Roosh is smarter & has more integrity & bigger balls than all of the Alt-Light and a lot of Alt-Rightists.,2
"@user Can I get hooked with tickets from you for the Jason Aldean in Bristow, VA Jiffy Lube Live? Can we Burn It Down in VA Sept 12""",1
"""If POTUS Barack Hussein Obama during tomorrow nights debate would call Willard Mitt Romney a liar the 1st time Mitt lies, Election is his.""",0
"@user happy Saturday, anyonr  buy the new adidas jersey, what is the sizing like to nike? Nike always fit me small",1
@user are you listening? #AuditTheVote #StillWithHer #resist #NeverTrump #Recount2016 #SaveOurFuture…,2
"""Kobe Bryant looked like his old self against the Jazz during a 119-86 loss on Thursday, making 10-of-23 from the field and 7-of-13 fr...""",2
Happy birthday @user ! National Bieber Day . Now he\u2019s 18th years\u002c but he\u2019s #stillkidrauhl #IndonesiaSaysHBDforJustinBieber,2
Okay me and @user are about to watch The Woman In Black. This may be a terrible night.,0
Where have all the Yankees fans gone today? You were all so talkative before yesterdays game.,1
@user @user @user @user @user @user @user @user DAMN!!!,0
@user tweet b4 d chat so it's all gud just wanted to find out if u will be in Abj jan/feb,1
Someone come get educated about Bernie Sanders with me on Sunday   #FeelTheBern,2
@user Donald Trump's tweet is from January 7th after the Charlie Hebdo attacks.... tweeting for attention on issues like this is a no-go,0
2 days till Jack White at Alley Pally then I find out the Ruskies need me to work on Saturday. What\u2019s is it like to have a personal life?,1
I saw a photo of Aaron Rodgers with some awesome scruff going on today. Did I mention he was at the White House today? IZ COOL.,2
I've woken up to a text every day since Friday with somebody different telling me I look like Ice Cube,1
Former Trump top aide calls for 'accountability' on Melania Trump speech - Chicago Tribune,1
Is this is the beginning of real change? Saudi Arabia 1st woman councillor elected!    #empowerwomen #womenissues,2
Cubster Huggs &amp; Love go out today to  My Big Brother   Steve Prado Because you and I may have had our Fights...,1
Give me 5 mins with Candy the dancer from Deja Vu I\u2019m nutting on my 4th pump she that bad lol,0
Rahul Gandhi speaking at the 31st Plenary Session of INTUC | Talkatora Stadium delhi: via @user,1
@user was playing Temple Run earlier\u002c was thinkin of you and I in 6th year xo,1
Samsung's Galaxy Note 5 will be released this Thursday. Here are the top 5 changes to expect.,2
"""on the other hand, i'm 1/7th of the way done with naruto's manga""",1
@user may I say sir your portrayal of Hannibal is beautiful and haunting. Hope you get this message. Look forward to ur next work,2
@user  I can\u2019t wait for tomorrow. Argentina wants see the video. Sure it will perfect ! (: 4,2
"I’m a student of Sergei Eisenstein, Nazi propagandist Leni Riefenstahl.” - Steve Bannon .Propagandist in White House... brilliant #Trump",0
I cannot wait until November 12th not only is it my one year wedding anniversary but teen mom 2 comes back on #score,2
I'm liking the chances that Ben Affleck shows up to the Izzone Campout tomorrow night.,2
"""Here's the first chapter of """"Go Set a Watchman"""" for all of you readers out there",1
#Podcast Rewind - Episode 68: #TheWalkingDead Comic vs. @user TV Show (April 2016),1
"""Jeremy Ausmus eliminated in 5th place ($2,155,313) after he gets it in on the turn w/ a straight draw to Sylvia's top pair and Sylvia holds""",1
"@user yeah really we'll thank you! May see you soon, hopefully coming back to DMU for a post grad in Jan. Blessings, take care!""",2
Writing a new e bookOn homeopathy guidence frm  a homeopathic dr. Best dr who practicing last 50 yrs in Ahmedabad,1
Nice 2c @user safely in the UK &amp; able to report her 1st hand knowledge of Saudi Arabia's war attrocities in #Yemen &amp; UK's role in it.,1
"""My piece on Mehdi Hasan &amp; abortion on @user """"""""Yes, being pro-life does make you less of a lefty""""""""",1
@user Doubt game be on Saturday tbh Ducks is one of the goal mouths,1
Watching the new @user Google Earth #VR and I saw a familiar #Bridge ...Our Hoover Dam Bypass!…,1
@user - Just bought tickets to see Paul Rudd and co. on December 23rd.. Don\u2019t go on vacation until after the show!!,2
8th caution\u002c Danica Patrick and Cassill got into it. Danica\u2019s going to the garage\u002c hit Cassill then the wall. #HC400,1
#Jerusalem Prayer Team | Please continue to pray for the fires in... #Egypt #Israel...,1
"""http://t.co/JJVDi4lW Wednesday's Featured Property of the Day is Knollwood Place Apartments, in...",1
after seeing @user tweet about watching The Vow\u002c I think I may need to watch it.,1
Whos going to shawn concert on October 16 in columbia sc bc we should totes meet,1
Murray avoids the sack and run for a 1st down.,1
@user *I sat in my cell after my little chat with Odin. I was to sit and rot while Thor ruled Asgard. How disgusted I felt. I heard~,0
"@user @user @user @user we were mocking the idea of gun ""control"". lol",1
#turkey Reuters reporting that Erdogan is calling for fresh parliamentary elections on Nov 1st - ahead of 0800 meeting with Davutoglu tmrw.,1
"@user Dude have you never watched """"Friday"""" with Ice Cube and Chris Tucker?""",1
Charlie Hebdo no 1178 #twitterstorm #mohammedcartoons  monday 20:00 centraleuropeanTime HASHTAG #PARIS Just do it,1
"""Blood Moon: Blood Moons: Decoding the Imminent Heavenly Signs: """"""""The sun shall be turned into darkness, and the moon i",1
@user Bobbi Kristina just favorited my tweet retweeted me and tweeted me all in the same day. she helped me to say hello 2 September,2
@user @user is a treasure. He has helped so many people come to terms with Islam. He has unique gift. May Allah preserve him,2
"Bernie Sanders to Meet With Black Caucus Thursday, Meeting with AG Today via @user #FeelTheBern",1
anyway enough about me being sad Steal My Girl video tomorrow WWAT film today   #EMABiggestFans1D  #StealMyGirlVideo,0
"Netflix addiction problems: it's midnight, I have to get up early tomorrow, and I want to watch everything. #notenoughhoursinaday",1
friday night prombley just gonna watch jim henson\u2019s memorial on youtube or something,1
1st match of the night: Randy Orton vs. Sheamus. Let's get it on! #SummerSlam #WWENetwork #WWEBrooklyn #RandyOrton #Sheamus,2
Tomorrow I will be Djing with Ahbaya yoga instructor Joy Radish for a FREE session of Sunset Yoga at Lakeside in...,1
Tons of preseason football and an important jays game with David price on the mound. Ideal friday,2
I want to go for Dance on Friday but it seems like I can't because it's Nurses Day on that and we can't skip it! NUUU. HAIS.,0
Kane: I'm no flash in the pan: Harry Kane can understand why people may say he could be a 'o... #soccer #football,1
Fuck the Un #UnitedNations for what the jew is doing to Palestine. Now the world knows why the Hero Hitler burned the fucking jews alive.,0
"""ITMA 2015, held in Milan from 12 to 19 November at the Fiera Milano trade fair grounds, closed its doors with...",1
"""Caitlyn Jenner may have become a woman later in life, but she is more woman than those who bash her on social media....""",2
"""That minister may influence how you see Christians, but please don't let his blog be the place you learn about Christianity. :(""",0
C\u2019mon @user you KNOW the BCA IS a budget\u002c and STRONGER than a resolution. It\u2019s a LAW. #OHSEN,1
#ThankYouObama I love u,2
"""Deals to acquire David Price, Troy #Tulowitzki &amp; Ben #Revere at the trade deadline have helped spark the #BlueJays 17-4 surge since July 29.""",1
Off to Anfield on Sunday for LFC vs Newcastle with @user #excited,2
Brock Lesnar must put an end to this.. This dude be sneaking up on people in a dark arena.. Shit.. No one will cut the lights on Sunday,0
Ben Carson wonders if his campaign was a scam- BY ALL MEANS-let's put a self-proclaimed dilettante in CHARGE of HUD.,1
"""For News Tomorrow """"Mother monster is the winner"""", Congratulations Little Monsters #MTVSTARS Lady Gaga""",2
"@user have you listened to sam smith? He has a soulful voice, he may be able to pull this off.""",2
I wanna go to the kendrick concert tomorrow but thats like a death trap,0
#np Lay up ft @user @user  @user can\u2019t wait to actually buy the album when it comes out & the #MMG concert on NOV 3rd at Rupp.,2
"@user 2 lone wolfs 1 in the US the IRA when did they last bomb the UK? The terrorists may kill 1,000's but your ilk are the real danger""",0
"""December 12 - Lady Gaga and Taylor Kinney visited the restaurant """"Sadelle's"""" in New York City.  Lady Gaga",1
Maroon5 and The Cab make me crazy!!! when I went to see they concert on last monday. I love you guys!! \(^o^)/,2
If they try to steal the election with this recount just start the civil war already. It is the perfect excuse to kill all of the leftists.,0
@user @user @user @user Let robots be #Robots!,1
"""The Undertaker looks to avenge The Streak when he faces Brock Lesnar at SummerSlam, THIS SUNDAY at 7e/4p, Live on...",1
Work done for the week\u002c off the Spurs tomorrow,1
Got my t-shirt from the marching band's Danny Elfman show washed and ready to go for #SpiritDay tomorrow!,2
"""can't wait for tomorrow...we are going to watch Paper Towns, I am so excited, yaaay""",2
Sharknado wipes out congress and the Washington Monument and gives the white house a new sun roof.,1
Last episode of the league on netflix..then its new episodes on FX tomorrow,2
I love you too RiRi! Can\u2019t wait for Friday! <3,2
@user at first it was yusuke. persona 5 hype. but now everything is goro and kermit and still yusuke but more memes,1
Retweeted UberFacts (@UberFacts):An excuse... Exactly what I didn't need. #NationalFastFoodDay...,0
"""Sprint getting Samsung Galaxy Tab 2 10.1 with LTE support, on November 11th #PhoneArena",1
#Kurdistan president Barzani and #US’s Ashton Carter discuss #MosulOffensive in a phone call...,1
"""Big congrats to @user sister queen @user on 1st runner up at Miss Teen USA! #WV is so proud of you, Elizabeth! xoxo""",2
Messi at Adidas event and presenting his new boots yesterday. #fcblive,1
"""The girls @user on the 4th looked awesome..chck out Splash Dance tonight, voted Best Locals Party!! Why wouldn't u be there?!""",2
David Price is the 1st #BlueJays SP this season to record 8+ Ks in consecutive starts.,2
I honestly think this is the 8th time I've tried to get through the pilot episode of Game of Thrones #mustpushthrough,2
I want to have a dance party sat. Come to Atl after the game. Lets do it!  @user @user @user @user @user,1
Took a trip to the original Suplex City for Brock Lesnar's homecoming at WWE Monday Night Raw in Minneapolis.,1
Does anyone in my Challenge &amp; Change class have the Baby Boom sheet for the test tomorrow?,1
@user maybe tomorrow there will be a new superhero on the streets. Either that Thor is really angry,1
@user Chesters tomorrow for the match with me and shoddy you cool motherfucker?,0
"""#redsox Over the Mon Daily Red Sox Links: Bobby Valentine, Clay Buchholz, Jose Iglesias: Usually a win makes eve...",1
"""Brock Lesnar on ESPN tomorrow including @user and Sportscenter. Glad to see the Worldwide Leader embracing the """"E"""" in ESPN and WWE.""",2
@user us maniacs are not going to give up on Hulk Hogan we will fight to the very end Sept 13 will be a special day for the maniacs,1
Velvet is in! LuLaRoe has the more modest version. Check out #LuLaroeelegant,2
@user you a big john cena fan 15th time champion best wrestler future legend ever deserves respect lol,2
My 2nd time seeing @user was wen me Kiaya n Chante went to the DC Star we stood in line @ 330pm n they open the club doors at 12am lol,2
Big joe keeping it littt 'I will beat Conor McGregor' declares Donegal man Joseph Duffy / Sunday World,2
@user hi baby :*** See you tomorrow on SM Sta.Rosa ! Yaay !,2
"@user my lock screen is currently a pic of Katy Perry, it will be a picture of Sunny when I get my new Samsung on Tuesday.""",1
@user Goon is on tomorrow at 9\u002c just sayin.,1
"""Seriously, you's fault is that Alonso doesn't have his 3rd (and possibly 4th) WDC yet?? I am sure we all know the answer.""",0
Shoutout to former Falcon great & @user guard @user for accepting job with the @user #FalconsEverywhere,2
Road Trip (sort of) with my boyfriend this Monday from Pottstown\u002c PA\u002c to Hanover\u002c PA\u002c to Chambersburg\u002c PA\u002c then ...,1
"""Deron said he'll practice tomorrow. Could've gone today, he said, but he was told to wait 2 days to let injury heal up.""",1
@user @user is this why we hear that BO may be trading prisoners with Iran? Should we give them the 14 or so we have for them?,1
Gonna listen to Madonna all day until nov 7 #RebelHeartTour #prague,2
If u request #uberpool n u r not in the car in 2 #minutes  after arrival. Ur $2 trip is now $4. #timeisvaluable  #uber #uberpool  #respect,1
First home game tomorrow @ 7 against Eastern be there or you're gay and if you're gay you can still come too I guess,1
"I liked a @user video from @user TUTORIAL de BAILE ""Vente Pa'ca"" de Ricky Martin ft. Maluma",2
I know more about Islam than a lot of Muslims mate. And I've lived with Muslims and seen ISocs at universities.,1
who\u2019s going to Zimmerman on Saturday?,1
Tennessee is going to kill troy on Saturday!,2
"@user The others are good. Worry about Iran. On the other hand, Muslims like to bomb their own. May be we in luck...""",1
To all my ladies going to MetLife tonight  - may you be lucky enough to have something insane happen at your show! Have so much fun! XOXO,2
"Not surprised David Beckham is 2nd highest earning former athlete, every country in the world I go to his fucking balls are in my face",1
Jazz Is Dead - A Jazz Exploration of the Grateful Dead comes to the Music Hall on Friday 8/21. Celebrating the...,1
Bad Hombres on the Block #TrumpInauguralBands,0
Today is not only Thursday ... But it's National Hot Dog Day!,2
So... I'm going to a round table meeting with The Hon. Peter Garrett on Friday. Any (serious) questions you guys want me to put forward?,1
besides the Game 1 2nd Quarter Knicks vs Heat game... this might be the poorest officiated game throughout the entire playoffs bro. smh,0
"""Blast Of The War @ KL Live, Life Centre, from 4pm 2day (7/7/12) ft May, FTG, Rockers, Brain Dead & Logam. Dont miss it:",1
I have 2 extra tickets (on the field!) for the AC/DC concert on Saturday night at Gillette Stadium.  I'm looking...,2
I don't much like Harper but he is right to do this.,2
FYI - the ridiculously adorable ladybug Larry Bird gives his 1st piece of candy to is our producer/ director Chris Koch\u2019s gorgeous daughter!,2
"""December 23 - Lady Gaga arrives at the airport """"LAX"""" in Los Angeles",1
#SaudiCoalitionDividingUmmah  If today it's Iran tomorrow it can be Pakistan  Don't let America win by its divide and rule again,1
@user hahahahahaahhahahaahha bhae i identify with leftists because i dont identify with rightists,0
It's Monday. I'm wearing a Nirvana t-shirt. I didn't want to be here. Clearly,0
"She cried for the family,neighbors and friends she left behind she cried for the burnt trees and charred land #Palestine #PalestineBurning",1
"""Bryant's huge homer ties Cubs' rookie marks: Kris Bryant's 23rd home run of the year, an 0-2 pitch off D-backs...",1
So bummed I'm not going to Kenny Chesney and Jason Aldean tomorrow,1
You know you Gucci &amp; Lauryn hill &amp; a bunch of other ppl are here on September 12,1
Might just go back to Summersville tomorrow. Fuck this place.,0
@user Oooh. Haha. Well unfortunately I really shouldn't watch another tonight. Although I might. But it'd be Blue which will make me,0
"""Monday's #booksbeneaththebridge @user is hosted by @user discussing To Kill a Mockingbird and Watchman. Don't miss it!""",2
"@user  To be fair the worst escapists, d 1st to cut &amp; run, have been Christians, closely followed by Sunnis. Alawis have escaped d least""",0
Houthis celebrate Mohammad birthday today same like other Sunni countries while in Iran &amp; Shia World it's tomorrow.,1
Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday #nba #playersnews,1
@user you should call in sick....i mean who can listen to HM tomorrow.  Blah\u002c blah...matt Flynn...blah\u002c blah blah...matt Flynn....blah\u002c,0
"@user guess who wants to do away w Medicare, Social Security, ease Wall Street regs so we can have another housing crash...Rs",0
"Hey dad what should I wear for Jurassic Park day tomorrow? ""Just put your arms in your shirt and walk around like a t-Rex""",2
S/O to Ryan Braun for that 3 run shot in the 9th! I just won 1st place in both my Draft King's tournament. Turned 1.25 into 175$. Easyyyy.,2
"""From possessed nuns tonight to the Twilight of the gods tomorrow. Time for bed. Good night, bonne nuit, bona nit, gute Nacht""",1
Tomorrow is All Souls Day - join us for Mass at 8.30am or 7.15pm. Holy Hour after the 7.15pm Mass\u002c led by...,1
"The alt right are nazis. Steve Bannon ran Breitbart, the platform for the alt right. Steve Bannon is in the white h…",1
"@user George Harrison composed """"Here Comes the Sun"""" at Eric Clapton's house in Surrey.""",1
Another Saturday where it seems like Plan B is gonna take over.,1
I'm telling you if Bernie Sanders picked Kanye as his running mate right now he would win the election tomorrow BUT NO ONE LISTENS TO ME,1
When a real news outlet is duped by a notorious pro-Kremlin Troll to 'correct a mistake' - this is #Provokatsiya…,0
"""Last night for @user Lloyd Robertson. A sad day for news, will miss that deep voice. #legendary""",0
Heartbreaking situation for Muslims in China. May Allah make it easy for them.,0
@user wish u could do a Leonard Cohen cover like the song i just sent u;) you wld sound perfect for it. sending love & prayers!,2
"@user @user Agree! I watch with my mum and it's our monday night show, that's not gonna happen anymore!All bc of Big Brother""",0
Should self-driving cars prioritize pedestrians' or drivers' safety?https://t.co/j5L6qaXx0E,1
#beritaterkini Bryant's HR in 9th lifts Cubs to 9-8 win over Rockies: Kris Bryant's two-run homer with two out...,1
If Price fights either Klitschko\u002c they\u2019ll definitely not want him wearing 10 ouncers. May as well be bare knuckle. #price,0
"""Let's watch today's Vampire Diaries part online, with my \""""7 up\"""" next to mexD good company..""",1
It still hasn't hit me yet that tomorrow is Steelers & Ravens day.,2
"@user he was like David Abbott's edgier younger brother.  the Elvis Costello to David Abbott's George Harrison, if i may.""",2
Tomorrow?? Who promised you tomorrow?? Give yourself to the lord today!! The Winans.,1
"@user Good for you! I'll have a peek tomorrow. Mind you, I have an Oracle dropping by. That is most important.",2
#Retirement moves: Little known IRA shift may save you money featuring Professor David Littell via CNBC....,1
What better than to enjoy Turkey\u002c Pumpkin Pie and Birthday Cake all on the same day #Monday. Best way to celebrate being legal! #cantwait,2
"@user  Thank a lot to you,  David,  for the magic music night in Milan on 2nd last!!!  We wait for you back  (with orchestra)""",2
"""the liberal left is very intolerant of Christians, the libs want to destroy our rights, like the 2nd amend, along with our religion""",0
ladies come throw that ass and niggas come throw that cash hypelounge tomorrow my birthday bash btw nitemoves foam party we still having it,2
@user Yeh it's a joke. May as well make Crufts an Olympic event too if this counts as one...,2
More primary filing mess\u002c Timmonsville is at it again\u002c and more 7th Congressional interviews. Thank God it is Friday! #flosc,2
