text,label
a way that safely will my passage guide.”,2
"pulled by mules dat run like rabbits, each one tryin' to git ahead.",2
"left the torn human heart, their food and dwelling-place.",0
but she always ran away and left,0
"looks, and is dumb with awe;",3
whilst this....,2
"overleaning, with flickering meaning and sign,",2
"is plain, thou say'st: but wherefore god this way",2
"busy, with sacerdotal tailorings",2
"thy merited reward, the first assay",1
"reasoning to admiration, and with mee",1
her eye proclaims her of the briton line:,2
"lord, remember me!""",2
"he smell de bacon cookin', an' he hyeah de fiah hum;",2
"a sceptre,--monstrous, winged, intolerable.",0
godminster chimes,2
early or late? or shall that commonwealth,2
"""thou of the god-lent crown,",2
"then he said ""amarant""; and the damsel drew",2
"howled through the dark, like sounds from hell.",0
"there is nothing to hope for, i am tired,",0
"may meditate a whole youth's loss,",0
"ambrosial odours and ambrosial flowers,",2
"i'm comin', ed.",2
when the glance hast lost its beam;,0
and to thy brief captivity was brought,2
"science and song, and all the arts that please;",1
"let dat cradle swing,",2
with pale blue berries. in these peaceful shades--,1
the end of the play.,2
"i watch you in your crystal sphere,",2
"and fears are added, and avenging flame.",0
to make a body curse.,0
"at least if so we can, and by the head",2
"best gems of nature's cabinet,",1
came in slow pomp;--the moving pomp might seem,2
"(so thick they crowd), 'tis hardly seen.",2
yet that whip's name too noble,2
see! neptune’s altars minister their brands:,2
"upon sea-beaten cape,",2
and friendship's tenderest sympathy,1
"they are fastened well, nom d'un chien!",2
i would not live alway--live alway below!,2
or the bolder art essaying,2
the crack as of her splitting. did she take,2
here on the cliff beneath the oleanders,2
you sha' n't roll yo' eyes at me.,0
with spring’s delicious trouble in the ground,3
"some come ridin' in top-buggies wid de w'eels all painted red,",2
"where the moloch of slavery sitteth on high,",0
"shall dwindle, shall blend,",2
and call that brilliant flower the painted cup.,1
in nothing is wanting;,2
his pass to the majestical far shore.,1
o sun-hint that hath overspread,2
"tain't the words alone, but feelin's,",2
"leading downward to the river,",2
and the lure of what is called heaven is little or nothing to me.,3
the oriole's fledglings fifty times,2
"the tablet telling where he ""fell on sleep,""--",2
our frowning foemen of the night,0
"and say, ‘fie, pale-face! are you english girls",2
that little barley-cake you keep from him,2
"the present is enough, for common souls,",2
"take heed (dear heart) of this large privilege,",1
in the wild glens rough shepherds will deplore,0
as childhood's sweet delight.,1
"miles off, three dangerous miles, is home;",0
"still must mine, though bleeding, beat;",0
"some, not so large, in rings,--",2
"that thou should'st smile again?""--the evening came,",2
"be sure to read it rightly. so, i mused",2
no word for a while spake regin; but he hung his head adown,0
the tribute of this verse.,2
fall again.,2
"but she guesses he is near,",2
a woman has been strangled with less weight:,0
"that, following this slight trace,",2
mere raft of stone;,2
"or by some cabin door, a bush",2
sweet hope!,1
“why won’t the farm next to it do for you?”,2
"sometime, when all life's lessons have been learned,",2
"""what did you hear, for instance?"" willis said.",2
"thinks i, the down lies dreaming",2
the things it wrought on; i believe,2
snows hide his shoulders; from beneath his chin,2
"from the slaughtering of my offspring, and the spoiling of my land;",0
"how over, though, for even me who knew",2
to gather weeds in the regardless stream.,2
"from alton bay to sandwich dome,",2
"mine eyes were of their madness half beguiled,",0
to teach in schools of little country towns,2
"how poor these pallid phrases seem,",0
"the oriole in the elm; the noisy jay,",2
"thou feel'st it burning, in and in,--and fear",0
"as under a sunbeam a cloud ascends,",2
"""does he mean himself, i wonder?",2
"on that shaded day,",2
our wavering apparitions pass,2
"""he whose lot hath been",2
"and country eyes, and quiet faces --",2
"a ruby, and a pearl, or so,",2
"swing, like a ship at anchor, roun' my base,",2
misnames as the dog rosey now.,2
so runs the perfect cycle of the year.,1
"you shall not find the sons of atreus here,",2
"well, i guess i looked at that hand",2
who fishes in the frog-pond still?,2
"except in france; and when it’s found in france,",2
"a fragrance from the cedars, thickly set",2
"or at the church, she ever bore herself",2
"sounded o'er earth and sea its blast of war,",0
"as round some giant hive, all day and night,",2
but all of them are bad enough,0
"yet by experience taught we know how good,",2
the deer invites no longer,2
"yet both in different colours hide their art,",2
"each by his fiery torture howl and rave,",0
"and while before me, spotted with white sails,",2
"nathless, as hath been often tried,",2
"for high, and yet more high, the murmurs swell",2
so that ye for them are made,2
"once upon a time, i lay",2
no answer came; but faint and forlorn,0
"dey kin talk from hyeah to yandah,",2
"let sophists give the lie, hearts droop, and courtiers play the worm,",0
"to paris, and you make no sign at all.",2
the very gods arising mid their carven images:,2
and so i should be loved and mourned to-night.,3
"peep timidly from out its nest,",2
"still, upon a flower,",2
"that truthful teacup, our dictator, knows;",2
nothin' to du but watch my shadder's trace,2
save for a cry that echoes shrill,0
that has a charmingly bourbon air.,1
they shaped our future; we but carve their names.,2
"and the old swallow-haunted barns,--",0
"through the salt sea foam,",2
what flecks the outer gray beyond,2
"in the twilight of age all things seem strange and phantasmal,",0
"they say that 'time assuages,' --",2
"at length they turn to nothing else but down,",2
"her scutcheon shows white with a blazon of red,--",2
"i see little and large sea-dots, some inhabited, some uninhabited;",2
"deaf, and dumb, and blind, and cold,",0
so prythee get thee gone.,2
rejection of his humanness,0
"and then, as is my wont, i told",2
the message is not like what i have learned,2
"fooled with your promises,",0
"to match your wit against the maker's will,",2
"want and woe, which torture us,",0
"his regal seat, surrounded by his friends.",1
"when, dreadful to behold, from sea we spied",0
daih 's de ho'n a blowin'!,2
faint voices lifted shrill with pain,0
his sweeter voice a just accordance kept.,1
"first, he mused what the animal substance or herb is",2
is lovely round; a beautiful river there,1
that in their lives such deadly fray they ne'er had seen before.,0
"nor is he, as some sages swear,",2
and the rude people rage with ignorant cries,0
"and what then doth he gather? if we know,",2
"the limpid ocean mirrors all the stars,",1
who digs last year's potato hill?--,2
"and all their echoes, mourn;",0
"is passed, and our aereal speed suspended.",2
"""before god, sir, i vow, when you are gone,",2
"sky, marsh, my soul, and yonder sail.",2
"i turned, and saw behind me surge",2
"upon her sister dear,",2
how seen? how known? as through your glass,2
gay little heart!,1
i'm here--so far--and starting on again.,2
for suddenly the sweet bells overcame,1
in some lady's gyahden.,2
"in slumber; for thine enemy never sleeps,",0
"would my heart and life flow onward, deathward, through this dream of",3
"envy and calumny and hate and pain,",0
"and raised their eyes above,",2
"the which she bearing home it burned her nest,",0
"what once has been and ne'er shall be again,",2
"and hold the hours as joshua stayed the sun,--",2
"of the bivouac fire apart,",2
jarr'd his own golden region; and before,2
come up like ocean murmurs. but the scene,2
with sharp turns weaving,2
"and so on. then a worthless gaud or two,",0
no man could compete with kwasind.,2
"he never told us what he was,",2
and give a meaning to their lives; and still,2
glory might burst on us!,1
he who plays with old iagoo,2
"a spirit, neither here nor there,",2
"three lives, three strides, three foot-prints in the sand;",2
"in town, an' not the leanest runt",0
"our hope, our remembrance, our trust,",1
"hear its low inward singing,",2
not in the close successive rattle,2
"the eyes beside had wrung them dry,",2
"pride of thy sex, miss harriet martineau!",1
"from flight, seditious angel, to receave",0
but laon? on high freedom's desert land,2
"but now i see, most cruell hee,",0
"o so many, many, many",2
"got the ill name of augurs, because they were bores, —)",0
"mine are calm and tranquil days,",1
it will be spring again.,2
for wanderings sad and lone.,0
ode read at the one hundredth anniversary of the fight at concord bridge,2
my breast was calm as summer's sea,1
"and leave the words unspoken i yet have will to speak.""",2
would we were bidden with the rest!,2
so that my stern resolve was almost gone.,2
"then pausing, thus his prophecy renews:",2
the oil upon the puddles dries,2
"false-faces hung on strings,",0
how you sprang! how you threw off the costumes of peace with indifferent hand;,3
"jes heavy 'nough to turn a scale thet's doubtfle the wrong way,",2
and seek the danger i was forc’d to shun.,0
"sat mournfully guarding their corpses there,",0
"these fly to the heavens--their course never ends,",2
"with peace and soft rapture shall teach life to glow,",1
whose instinct was to listen and obey.,2
"‘these monsters, set out in the open sun,",0
that wisdom's lips seemed borrowing friendship's heart.,1
the adulterate death of lucrece and her groom.,0
"the king ordains their entrance, and ascends",1
with warning cough and threatening wheeze,0
have seen the danger which i dared not look,0
"we’ll say instead, the inconsequent creature, man,—",2
i'll be ther in a minit.,2
"who cometh over the hills,",2
"the fraud of priests, the wrong of law,",0
and on her ample square from side to side,2
"you'll not want business, for we need a lot",2
"grander, nobler, than that pilot",1
"leave the garden walls, where blow",2
full of the calm that cometh after sleep:,1
obliterate the etchings,0
"he takes you from your easy-chair,",2
were i once more the lover,2
"a crow dot sat a-squawkin', ""i's a mockin'-bird.""",2
"by a great master of the past,",1
our lives and safeties all;,2
make a fragrance of her fame.,1
"“the nymph, who scatters flaming fires around,",0
does beauty slight you from her gay abodes?,3
i think i'll just call up my wife and tell her,2
lift their blue woods in broken chain,2
and listening to thy home's familiar chime,2
"there's a certain slant of light,",2
"so, then, without a word that might offend",2
"while from his hand i squeeze the golden prize,",2
ran ever clearer speech than that did run,1
"moonstruck with love, and this still thames had heard",1
my father’s sister started when she caught,2
"with passionate longing burning,",1
and bright in heaven's jewelled crown,1
bedaubed with iridescent dirt.,2
"lull’d in her lap, amidst a train of loves,",1
"""i say it's someone passing.""",2
for vessels moulded by a mortal hand?,2
"a man may see the moon so, in a pond,",2
"no, i won't be seein' nobody in the mornin',",2
"""how to observe"" is what thy pages show,",2
came sages urging on his foamy steed:,2
"thou wovest dreams of joy and fear,",3
fearless but weary to thy arms i creep;,3
"it would be different if more people came,",2
while with thy childlike faith we lean,2
"“acca, ’tis past! he swims before my sight,",2
"in all that clang and hewing out of men,",2
hale as the morn and happy as her song.,1
"far, far away, o ye",2
"you didn't stop for fuss,--",2
"as george commands, let him be wrong or right,",2
yet was this period my time of joy:,1
beneath thy gracious feet!,1
to his aid the strong reverses,2
"""o lord, that didst smother mankind in thy flood,",0
around thy place of slumber glowing!,1
"is shorter than a snake's delay,",2
even now eclipses the descending moon!--,2
the echoing sounds grow fainter and then cease;,2
the story of a spavined steed;,2
her not-nice load.,0
"a story of the days of old,",2
sweet poesy from heaven,1
"and not be nearer therefore to the moon,",2
wilt thou our lowly beds with tears of pity lave?',0
"we hear our mother call from deeps of time,",2
"(distinctly here the spirit sneezed,)",2
but because she stept to her star right on through death,3
bird that from the nadir's floor,2
"uttering bare truth, even so as foes commend.",1
then the smile from her bright eyes faded and a flush came over her cheek,3
made snow of all the blossoms; at my feet,2
"and tip with feathers, orange and green,",2
was freedom's home or glory's grave!,3
three banks in three degrees the sailors bore;,2
tis that one told us it was life. 'for not,2
"o, i can ne'er forget",2
"far out, in peace, the white man's sail",2
"you have done this, says one judge; done that, says another;",2
pillars by madness multiplied;,0
"as they were loosened by that hermit old,",2
"""stella, see that grasshopper",2
...    and call to him.,2
"ay, knelt and worshipped on, as love in beauty's bower,",1
abloom by sacred streams,1
"behind the sea-wall's rugged length,",2
"in prosperous days. like a dim, waning lamp",3
and i've been like that silly girl.,0
"and full of wonder, full of hope as he.",1
"the leprous corpse, touched by this spirit tender,",3
with many sighs;,2
of inward strife for truth and liberty.,3
of nature's gold and mints it.,2
her thoughts are like the lotus,2
"--so they feast in the hall of atli, and that eve is the first of the seven.",1
"in every health we drink, my boys,",2
let the scared dreamer wake to see,2
when our mother nature laughs around;,1
"flew to and fro,",2
"brown-gabled, long, and full of seams",2
"and the words which he utters, are--worship, or die!",0
the morning and the evening made his day.,2
"did from the altar steal a smouldering brand,",0
she still must keep the locket to allay,2
the hostile cohorts melt away;,3
he sat beside the governor and said grace;,2
"""sorry?  of course you are, though you compress,",2
"from his own tripod, and his holy tree;",2
the other dark-eyed dears,2
tis gone past recalling!,2
"absently fingering and touching it,",2
"sire, son, and grandson; so the century glides;",2
"some moment, nailed on sorrow's cross,",0
of bright and dark obscurity;,3
"lift not your hands in the banded war,",2
"even while we gaze, though it awhile avail",2
"but heaven in thy creation did decree,",2
that saw the cross without the bear.,2
"the pain when it did live,",0
whose potent unity and concentric force,1
and lips where heavenly smiles would hang and blend,1
"listening, with half-suspended breath,",2
"and she passed out between the blessed things,",3
"whether they met on festal eve, in field,",2
his silent sandals swept the mossy green;,2
"""sir, ye shall find him, if ye follow up",2
fu' to ba' de battle's brunt.,2
"tells us that the day is ended.""",2
whose anvil's even din,2
"he says he’s hungry,—he would rather have",2
"and tender thoughts, and prayers, remains,",1
"and in the air, her new voice luting soft,",1
to accomplish suicide.,0
"unhitched the breeching from a shaft,",2
the poet comes the last!,2
wilt thou forget the love that joined us here?,2
"the quavering thunder thereupon had ceas'd,",3
and after that the winter cold and drear.,0
"betrayed how mightily its heart was stirred,",3
that by nor sound nor word,2
"already, land! thou hast declared:  'tis done.",1
the likeness of the wood's remembered leaves.,2
"ho! philip, send, for charity, thy mexican pistoles,",2
"from kindling spark struck out from dead king's brow,",3
the tale is one of distant skies;,2
and yet its whole career,2
"the one good man in the world who knows me, --",1
but thrown in a heap with a crush and a clatter;,0
i would not live alway,2
whatever anybody had,2
"i feel the road unroll,",2
rang the beautiful wild chimes,1
"before the saintly soul, whose human will",1
"his days in peace; but his straight lips were bent,",3
"his boundless gulfs and built his shore, thy breath,",2
"of his faint steed; the latter, as he stretch’d",2
its temples and its palaces did seem,2
"a poet in his youth, and the cuckoo-bird",2
"all autumn pil'd, though spring and autumn here",2
"it flows so long as falls the rain,",2
"valentines, paper and tinsel,",2
i can see how you might. but i don't know!,2
"amidst the gold and the purple, and the pillows of his bed:",2
"it steam in winter like an ox's breath,",2
and what are all the prizes won,2
"that you or yours, having an appetite,",2
"blood-dipped arrows, which savages make",0
if men are always at a loss,0
but descend to the ocean again.,2
attend your brother to the stygian flood.”,2
"when thee, the eyes of that harsh long ago",0
they had not set there. who had set it there?,2
"""now the place where the accident occurred----""",2
sent by an hand unseen;,2
"the loveliest king of the king-folk, the man of sweetest speech,",1
"then rose they up around him,",2
have i played in different countries.,2
the days pass over me,2
"the china dustless, the keen knife-blades bright,",1
"thus farr to try thee, adam, i was pleas'd,",1
"and she said: ""what dost thou, brynhild? what matter dost thou seek?""",2
an hundred silken cords are set,2
"how your soft opera-music changed, and the drum and fife were heard in their stead;",3
"he bent and kissed her head, warm, shining, soft,",1
"euryalus stood list’ning while he spoke,",2
"behind the heads of children) compliments,",2
and like the others does not slip,2
skirting the stream.,2
"begins, but endeth nevermore;",2
an' see a hundred hills like islan's,2
"no rest that throbbing slave may ask,",0
"the orchestra had cheered till they were hoarse,",3
"and virtue's bright image, enstamped on the mind,",1
"he plays a little, sings a song,",2
how they will tell the shipwreck,2
to touch such goodness with a grimy palm.,3
and confessors betwixt.,2
still is my heart and vacant is my breath--,2
the moon and the stars were anxious,0
should favour equal to the sons of heaven:,2
did this wood come floating thick,2
when blighting was nearest.,0
bred onely and completed to the taste,2
on to their shining goals:--,1
"of night, and all things now retir'd to rest",2
"but she spake: ""bid hither gunnar, lest the sun sink o'er the bent,",2
"passing to lap thy waters, crushed the flower",0
"endu'd with human voice and human sense,",2
o'er sweet profounds where only love can see.,1
"and twitter, and again are still.",2
"our saxon tongue has known,--",2
and make the liveliest monkey melancholy.,0
"apple-blossoms pink, and low",2
"and so,",2
"he said; and while he spoke, with flying speed",2
"but the great spirit plants it in our hearts,",2
"the mad briareus of disunion rise,",0
"and changing like a poet's rhymes,",2
"in the shadow of the shores; as dead leaves wake,",0
oblivion's blankness claims,0
"but half the secret told,",2
"the foes inclosing, and his friend pursued,",0
"of sainthood in purple the pattern and pick,",2
around it cling.,2
"rais’d on the seas, the surges to control—",2
"tinkle, tinkle, sweetly it sung to us,",1
i must be home by noon-time with the cart.',2
"from the overhanging branches,",2
"yearns to its source. the spirit thirsts for god,",2
to turnus only second in the grace,2
"brightly expressive as the twins of leda,",1
"the willows, and the hazel copses green,",2
if the pure and holy angels,1
"but i, or any demmercrat, feels comf'table to stan' on,",2
"and kissed him with a sister's kiss,",2
vain cries--throughout the streets thousands pursued,0
"to rise upon some other shore,",2
"augmented, sweet, a hundred fold",1
