text,label
tis the chronicle of art.,2
"that moved in the beginning o'er his face,",2
and glance securely round.,2
so that ye for them are made,2
of course throw monstrous shadows: those who think,0
he who plays with old iagoo,2
“why won’t the farm next to it do for you?”,2
"on which an army once did feast,",2
their country free and joyous--,1
o sun-hint that hath overspread,2
"the mad briareus of disunion rise,",0
"like your nest,",2
"leading downward to the river,",2
a tyrian colony; the people made,2
can storied urn or animated bust:,2
"but she spake: ""bid hither gunnar, lest the sun sink o'er the bent,",2
despised am i by those who call'd me friend,3
the days pass over me,2
"knowing this, that never yet",2
"no, i won't be seein' nobody in the mornin',",2
the crack as of her splitting. did she take,2
"i see them torn by gallic guns,",0
"thou feel'st it burning, in and in,--and fear",0
your paynim heroes faster ride,1
but all of them are bad enough,0
"_you_ took to follerin' where the prophets beckoned,",2
godminster? is it fancy's play?,2
so that my stern resolve was almost gone.,2
"meekly in the eternal footsteps trod,",2
"all along down ""injin crik?""",2
look down the shining peaks of all my days,1
the wood giant,2
"tinkle, tinkle, sweetly it sung to us,",1
"has it become to thee a labyrinth never ending,",0
"on her changed world of ruin, waste and wrack,",0
"then along the river strand,",2
"these are the tales, or new or old,",2
"for her this rhyme is penned, whose luminous eyes,",1
like morning glory,1
"the quavering thunder thereupon had ceas'd,",3
"to men below,",2
they had not set there. who had set it there?,2
kneeling ne'er spoiled silk stockings; quit thy state;,0
"sometime, when all life's lessons have been learned,",2
shine knightly star and plume of snow?,1
"he said; and while he spoke, with flying speed",2
"from earth, with the waters of pain.",0
sent by an hand unseen;,2
till after-poets only knew,2
to his aid the strong reverses,2
"and leave the words unspoken i yet have will to speak.""",2
"the tablet telling where he ""fell on sleep,""--",2
is writ in moods and frowns and wrinkles strange.,0
"so there on an eve is sigurd in the ancient niblung hall,",2
"good ringers, pull your best,"" quoth he.",1
to gather weeds in the regardless stream.,2
and the lure of what is called heaven is little or nothing to me.,3
me up like that.  'essence de la valliere'--,2
"but when i read of the brotherhood of lovers, how it was with them;",2
all these were round my steady paces.,2
fearless but weary to thy arms i creep;,3
those cobweb nerves he could not dull within.,0
"with dews of tropic morning wet,",2
"here those that in the rapid course delight,",1
‘received that cheque.’ but you!... i send you funds,2
and never be forgot in mighty rome,1
"fooled with your promises,",0
thy mission to a world of woe.,0
attend your brother to the stygian flood.”,2
less often man--the harder of the two.,2
"shining and shouting each to each that place),",2
and call that brilliant flower the painted cup.,1
"a privilege, i think,",2
our frowning foemen of the night,0
"of sainthood in purple the pattern and pick,",2
and bright in heaven's jewelled crown,1
"when, dreadful to behold, from sea we spied",0
"halcyons of memory,",1
hale as the morn and happy as her song.,1
and catered for it as the cretan bees,2
"some moment, nailed on sorrow's cross,",0
"and in the air, her new voice luting soft,",1
with sincerest conviction their chairs to the shore;,1
my prayer away i threw;,2
"an old smoaked blanket arches oer his head,",2
the sundown's golden trail?,1
"far, far away, o ye",2
"our saxon tongue has known,--",2
"“the nymph, who scatters flaming fires around,",0
"thus farr to try thee, adam, i was pleas'd,",1
swifter far than youth's delight--,1
"all autumn pil'd, though spring and autumn here",2
"for 'twas e'en as a great god's slaying, and they feared the wrath of the sky;",0
"but heaven in thy creation did decree,",2
and i've been like that silly girl.,0
"burns in thee, child?--what good can thee betide,",2
"skins of otter, lynx, and ermine,",2
to make a body curse.,0
"no, no, you have dismiss'd me; and i go",2
"and full of wonder, full of hope as he.",1
were murmuring on the stifling air,0
"how poor these pallid phrases seem,",0
"‘these monsters, set out in the open sun,",0
"before the saintly soul, whose human will",1
and on her ample square from side to side,2
"and hold the hours as joshua stayed the sun,--",2
"he scarce had ended, when those two approachd",2
"blindness like that would scare the mole and bat,",0
"did from the altar steal a smouldering brand,",0
"""he whose lot hath been",2
"our present, our past, our to be,",2
"now rise and look upon me.""  and she rose,",2
came sages urging on his foamy steed:,2
"is beaten by the winds, with foggy vapours bound.",0
"and finde thee knowing not of beasts alone,",2
"apple-blossoms pink, and low",2
"pride of thy sex, miss harriet martineau!",1
"we’ll say instead, the inconsequent creature, man,—",2
until the bitter summons fell--,0
with level wings swinging,2
"lift not your hands in the banded war,",2
"would my heart and life flow onward, deathward, through this dream of",3
"but de lawd is all aroun' you,",2
"in slumber; for thine enemy never sleeps,",0
to hold it fast.,2
"tain't the words alone, but feelin's,",2
"no angry bolt, but harmless flame.",3
the beauty and the joy of their renewed might.,1
"oh, those days, so sweet, so happy,",1
if men are always at a loss,0
"they were wet, and glistened with raindrops, shed",2
and circling wonders fill the vast profound.,1
"the love that lived through all the stormy past,",3
"but it is not enough, ah! not enough",2
the pyramids have risen.,2
"""play uppe, play uppe, o boston bells!",1
"is plain, thou say'st: but wherefore god this way",2
"to rise upon some other shore,",2
"at dusk of eve,",2
"and then, as is my wont, i told",2
with warning cough and threatening wheeze,0
"who had my mother's servant been,",2
"daily struggling, though unloved and lonely,",0
"there's a certain slant of light,",2
honour to the old bow-string!,1
fall again.,2
"love, on myriad lips fairer than yours, kisses you could not give! . . .",3
how heavy it seemed! as heavy as a stone;,0
"concerning him ye wot of, thus to think",2
"thou too art victor, rochambeau!",1
"when thou hadst overcome the sharpness of death, thou didst open the kingdom of heaven to all believers.",3
"and wit, like ocean, rose and fell?--",3
"how they had waited for him, to complete",2
heart as though with ashes blending;,0
and give a meaning to their lives; and still,2
along the track. afore the noonday meal,2
but descend to the ocean again.,2
and yet its whole career,2
when waves forget to roll.,2
"i see two boats with nets, lying off the shore of paumanok, quite still;",2
"rais’d on the seas, the surges to control—",2
"passing to lap thy waters, crushed the flower",0
"ay, knelt and worshipped on, as love in beauty's bower,",1
the tale is one of distant skies;,2
"the herded wolves, bold only to pursue;",2
would we were bidden with the rest!,2
feel the pulses of the brave,1
"sparked a ruby through its heart,",1
"from the overhanging branches,",2
"i see them mix'd with george's sons,",2
"i watch you in your crystal sphere,",2
daih 's de ho'n a blowin'!,2
to teach in schools of little country towns,2
"listening, with half-suspended breath,",2
beneath thy gracious feet!,1
"his hand the captive's fetters broke,",0
did this wood come floating thick,2
and confessors betwixt.,2
"his boundless gulfs and built his shore, thy breath,",2
"a hundred years, and fifty more, had spread their leaves and snows,",2
and yet perhaps you had been startled less,2
"and say, ‘fie, pale-face! are you english girls",2
"at length they turn to nothing else but down,",2
"and, waking, find it vision,--none the less",2
"here on the street as strangers do,",2
it is but three times thou hast set thine eyes,2
"behind the heads of children) compliments,",2
"pulled by mules dat run like rabbits, each one tryin' to git ahead.",2
"unclasped the rusty belt beneath,",2
you heard the news from vincent carrington.,2
"got the ill name of augurs, because they were bores, —)",0
"sire, son, and grandson; so the century glides;",2
"but she guesses he is near,",2
"and so,",2
"and tender thoughts, and prayers, remains,",1
"then thro’ his breast his fatal sword he sent,",0
"""i mean estelle has always held the purse.""",2
"though books on manners are not out of print,",2
"so, then, without a word that might offend",2
"seed-field of simpler manners, braver truth,",1
"the pain when it did live,",0
"busy, with sacerdotal tailorings",2
"upon whose boughs were wicker cages hung,",2
"soft, discontented eyes!",0
she still must keep the locket to allay,2
and the rude people rage with ignorant cries,0
skirting the stream.,2
"""o lord, that didst smother mankind in thy flood,",0
"the silence, and the rain.",2
"is this a time to be cloudy and sad,",0
"blood-dipped arrows, which savages make",0
i think i'll just call up my wife and tell her,2
the moon and the stars were anxious,0
they shaped our future; we but carve their names.,2
"nor the president in his presidency, nor the rich in his great house.",3
"in our embraces we again enfold her,",1
robe us once more in heaven-aspiring creeds,1
"in the twilight of age all things seem strange and phantasmal,",0
back to its mansion call the fleeting breath?,2
the very gods arising mid their carven images:,2
"ah! still, methinks, i hear them calling;",2
a wild and stormy sea;,0
"""sir, ye shall find him, if ye follow up",2
tis the djinns' wild streaming swarm,2
how many times we must have met,2
"dark with more clouds than tempests are,",0
then the smile from her bright eyes faded and a flush came over her cheek,3
lowly and soft she said it; but spake out louder now:,2
"the sower scatters broad his seed,",2
"and thus each tint or shade which falls,",2
the dust of half a century lies,2
above the myriad roofs and spires rise;,2
and they whispered to each other:,2
then he stripped the shirt of wampum,2
"at least if so we can, and by the head",2
"here comes the cripple jane!""  and by a fountain's side",0
to me that time did not appeire:,2
"so neighbour'd to him, and yet so unseen",2
the wondering rabbi sought the temple's gate.,2
"are angel faces, silent and serene,",1
ef zeke had be'n the bigges' man,2
and when i bade the dream,2
"and tip with feathers, orange and green,",2
"or at the church, she ever bore herself",2
"how nature to the soul is moored,",2
"""rubadub! rubadub! wake and take the road again,",2
i do not keer a jot;,2
"swifter was the hunter's rowing,",1
let the scared dreamer wake to see,2
"(like essence-peddlers) thet'll make folks long to be without 'em,",2
"as if we guessed what hers have been,",2
which goaded him in his distress,0
"o so many, many, many",2
"lord, remember me!""",2
"far from the woods where, when the sun has set,",2
abloom by sacred streams,1
"nathless, as hath been often tried,",2
"i feel the road unroll,",2
"and not be nearer therefore to the moon,",2
"forelaid and taken, while he strove in vain",0
"and country eyes, and quiet faces --",2
"some come ridin' in top-buggies wid de w'eels all painted red,",2
when blighting was nearest.,0
i can see how you might. but i don't know!,2
"the orchestra had cheered till they were hoarse,",3
pillars by madness multiplied;,0
"""now the place where the accident occurred----""",2
"a poet in his youth, and the cuckoo-bird",2
"no rest that throbbing slave may ask,",0
o'er time's delusive tide.,0
“i’m going to put you on the farm next to it.”,2
no word for a while spake regin; but he hung his head adown,0
"""he!  patron!",2
"three lives, three strides, three foot-prints in the sand;",2
"till they have told their fill, could scarce express",2
the morning and the evening made his day.,2
"""stella, see that grasshopper",2
"of blooming myrtle and faint lemon-flowers,",2
"let us do our work as well,",2
"we hear our mother call from deeps of time,",2
of brynhilda's love and the wrath of gudrun.,3
who digs last year's potato hill?--,2
"those hours the ancient timepiece told,--",2
"would split, for size of me.",2
in just the dress his century wore;,2
"his song, though very sweet, was low and faint,",3
then to tell.,2
my winter sports begin.,2
"envy and calumny and hate and pain,",0
"the play is done,--the curtain drops,",2
and murmured a strange and solemn air;,0
"the cloud is gone that wove the sandstone,",2
"i see little and large sea-dots, some inhabited, some uninhabited;",2
time never did assuage;,2
that saw the cross without the bear.,2
the deer invites no longer,2
taught by the sorrows that his age had known,0
like slippers after shoes.--,2
and willing grow old,2
"to paris, and you make no sign at all.",2
"from the pulpit read the preacher, ""goodman garvin and his wife",2
"even hearts estranged would turn once more to me,",3
"the china dustless, the keen knife-blades bright,",1
"was in cremona's workshops made,",2
an honest tongue may drop a harmless hint.,1
"you shall not find the sons of atreus here,",2
to intercept the sunshine and your face.,2
playmates' glad symphony.,1
"her lion-port, her awe-commanding face,",1
my father’s sister started when she caught,2
how you sprang! how you threw off the costumes of peace with indifferent hand;,3
"these fly to the heavens--their course never ends,",2
not in the close successive rattle,2
"a man in the wars delighting, blind-eyed through right and wrong:",3
"--so they feast in the hall of atli, and that eve is the first of the seven.",1
"i turned, and saw behind me surge",2
to turnus only second in the grace,2
"on winter afternoons,",2
"their heads, distilling gore, his chariot grace.",3
"let sophists give the lie, hearts droop, and courtiers play the worm,",0
"they say that 'time assuages,' --",2
the story of a spavined steed;,2
"swifter far than happy night,",1
"around my will to link it with her own,",2
"in the worst of his poems are mines of rich matter,",3
"upon sea-beaten cape,",2
"by a great master of the past,",1
"counts his nectars -- enters,",2
all over the vale below.,2
while with thy childlike faith we lean,2
and to the tender heart and brave,1
"a wagon, overarched with evergreen,",2
"upon her sister dear,",2
"""before god, sir, i vow, when you are gone,",2
"“acca, ’tis past! he swims before my sight,",2
"east, west, north, south, are his domain.",2
"with the earls of the goths about her: so queenly did she seem,",1
with spring’s delicious trouble in the ground,3
"they are fastened well, nom d'un chien!",2
"the fraud of priests, the wrong of law,",0
"""a quick consumption, that no art could cure!",2
around thy place of slumber glowing!,1
"love works at the centre,",2
obliterate the etchings,0
of nature's gold and mints it.,2
"shall dwindle, shall blend,",2
and leaves the world to darkness and to me.,0
"a story of the days of old,",2
"he bent and kissed her head, warm, shining, soft,",1
"and she passed out between the blessed things,",3
"""how to observe"" is what thy pages show,",2
"that satraps would have shivered at his frown,",0
"dey kin talk from hyeah to yandah,",2
"by his sacrifice, foreknown",2
"first, he mused what the animal substance or herb is",2
"harsh, featureless, and rude, barrenly perish:",0
three banks in three degrees the sailors bore;,2
"and that unrest which men miscall delight,",3
and friendship's tenderest sympathy,1
her eye proclaims her of the briton line:,2
"in a dell mid lawny hills,",2
"that thou should'st smile again?""--the evening came,",2
"eliab this occasion seized,",2
"and changing like a poet's rhymes,",2
my breast was calm as summer's sea,1
oblivion's blankness claims,0
"when your rights was our wrongs, john,",3
godminster chimes,2
nothin' to du but watch my shadder's trace,2
mere raft of stone;,2
"a spirit, neither here nor there,",2
"tormented by the quickened blood of roots,",0
"and then, to go to sleep;",2
"with passionate longing burning,",1
"where the cloudy hangings waver and the flickering shadows fall,",0
were i once more the lover,2
"even while we gaze, though it awhile avail",2
"well, i guess i looked at that hand",2
"a man may see the moon so, in a pond,",2
"ah, soul of mine! so brave and wise",1
"the oriole in the elm; the noisy jay,",2
"left the torn human heart, their food and dwelling-place.",0
"once upon a time, i lay",2
still is my heart and vacant is my breath--,2
with sharp turns weaving,2
"flew to and fro,",2
here on the cliff beneath the oleanders,2
his pass to the majestical far shore.,1
"and virtue's bright image, enstamped on the mind,",1
"then he said ""amarant""; and the damsel drew",2
inexorable death; and claims his right.,0
"trailing, wrecked, it came to land,",0
...    and call to him.,2
how seen? how known? as through your glass,2
"(so thick they crowd), 'tis hardly seen.",2
"we were content to show,",2
"young childhood, with a moisten'd eye,",2
"dead among the shouting people,",0
"on their tracks his eyes were fastened,",2
"darling, the merciful father",1
bird that from the nadir's floor,2
to touch such goodness with a grimy palm.,3
"the willows, and the hazel copses green,",2
the likeness of the wood's remembered leaves.,2
"his days in peace; but his straight lips were bent,",3
for vessels moulded by a mortal hand?,2
"from the slaughtering of my offspring, and the spoiling of my land;",0
"what i have heard,",2
but laon? on high freedom's desert land,2
"the soul with sweetness, and like an adept",1
"on that shaded day,",2
no answer came; but faint and forlorn,0
the lady eunice such a life she flew,2
and heavy as the dead.,0
i would not live alway--live alway below!,2
for suddenly the sweet bells overcame,1
yon creamy lily for their pavilion,2
a woman has been strangled with less weight:,0
"appeared to me,--may i again behold it!",2
"howled through the dark, like sounds from hell.",0
make a fragrance of her fame.,1
"betrayed how mightily its heart was stirred,",3
"overleaning, with flickering meaning and sign,",2
"thy outward thus with outward praise is crowned,",1
troubling with life the waters of the world.,0
no man could compete with kwasind.,2
that by nor sound nor word,2
when our mother nature laughs around;,1
"from kindling spark struck out from dead king's brow,",3
"and the words which he utters, are--worship, or die!",0
"precisely, at all events, what he ought not,",2
rang the beautiful wild chimes,1
"first feels the gathering head of steam,",2
"the weird pathetic scarlet of day dawning,",0
and to thy brief captivity was brought,2
and listening to thy home's familiar chime,2
"sometimes towards heav'n and the full-blazing sun,",1
"all right,' says t'other, 'only step round smart;",2
"grander, nobler, than that pilot",1
"dearest, why should i mourn, whimper, and whine, i that have yet to live?",3
"in every health we drink, my boys,",2
but your dead-ripe ones ranges high fer treatin' nothun bretherin;,0
"where holds the soul communion with its god,",2
so runs the perfect cycle of the year.,1
"the limpid ocean mirrors all the stars,",1
ashes and jet all hues outshine.,1
many changes have been run,2
as childhood's sweet delight.,1
"""it is a lie, a damned, infernal lie!""",0
bred onely and completed to the taste,2
and after that the winter cold and drear.,0
"thus hee in scorn. the warlike angel mov'd,",0
what flecks the outer gray beyond,2
"""does he mean himself, i wonder?",2
"lull’d in her lap, amidst a train of loves,",1
come up like ocean murmurs. but the scene,2
and in a pleasing slumber seals his eyes:,1
sweet poesy from heaven,1
"o, i can ne'er forget",2
"the leprous corpse, touched by this spirit tender,",3
"ambrosial odours and ambrosial flowers,",2
his sweeter voice a just accordance kept.,1
"false-faces hung on strings,",0
that in their lives such deadly fray they ne'er had seen before.,0
her not-nice load.,0
"unhitched the breeching from a shaft,",2
tis that one told us it was life. 'for not,2
who fishes in the frog-pond still?,2
"""as the gods would i see,"" said sigurd, ""though death light up the land.""",3
"which leans over to the lane,",2
"you hardly know when you are coming back,",2
"but the great spirit plants it in our hearts,",2
"nor is he, as some sages swear,",2
"of his faint steed; the latter, as he stretch’d",2
"i strive, i pray.",1
who god possesseth,2
"these often bathed she in her fluxive eyes,",2
"that you or yours, having an appetite,",2
"the loveliest king of the king-folk, the man of sweetest speech,",1
"and fears are added, and avenging flame.",0
who felt your own thought worthy of record,1
"and then, if it should be",2
"ez though i wanted to enlist 'em,",2
"behind the sea-wall's rugged length,",2
how they will tell the shipwreck,2
tis gone past recalling!,2
"and stiff in fight, but serious drill's despair,",0
one lucent foot's delaying tip,2
at his approaching footsteps.  winter came,2
till the deaf fury comes your house to sweep!',0
henceforth to labor's chivalry,2
i'll be ther in a minit.,2
"but now i see, most cruell hee,",0
our lives and safeties all;,2
that little barley-cake you keep from him,2
our wavering apparitions pass,2
"and ye who attend her imperial car,",2
"on the clear mirror of a loving heart,",1
"how weak this tinkling line,",0
for that’s his specialty. what creature else,2
her thoughts are like the lotus,2
"thou wovest dreams of joy and fear,",3
"that, following this slight trace,",2
but now for me than you—the other way.,2
who wrote this modest version i suppose,2
--the drones of the community; they feed,2
the echoing sounds grow fainter and then cease;,2
and make the liveliest monkey melancholy.,0
"and, between the river flowing and the fair green trees a-growing,",1
"you'll not want business, for we need a lot",2
"still, upon a flower,",2
"god prosper long our noble king,",1
"where the moloch of slavery sitteth on high,",0
"leave the garden walls, where blow",2
it's a pretty early start.,2
"he takes you from your easy-chair,",2
accept the gift which i have wrought,2
long-drawn bill of wine and beer,2
"a crow dot sat a-squawkin', ""i's a mockin'-bird.""",2
"a day's experunce 'd prove to ye, ez easy 'z pull a trigger.",2
"euryalus stood list’ning while he spoke,",2
"moonstruck with love, and this still thames had heard",1
"yea, all the world it might be, and all sounds of the earth were stilled",2
as hebe's foot bore nectar round,2
